Standardized_names,naturalized_status,min_record_year_cvh,residence_time_to_2020,prop_type,prop_data_source,chklst_prov_num,bg_num,Height_max_max,Height_max_data_source_tog,Life_form_new,LF_data_source,tip.label,tip.order,match.type,TPL_Family,TPL_New.Genus,TPL_New.Hybrid.marker,TPL_New.Species,TPL_New.Infraspecific.rank,TPL_New.Infraspecific,TPL_New.Authority,TPL_New.ID,TPL_New.Taxonomic.status,TPL_Date,wcup_eco_use_AF,wcup_eco_use_EU,wcup_eco_use_FU,wcup_eco_use_GS,wcup_eco_use_HF,wcup_eco_use_IF,wcup_eco_use_MA,wcup_eco_use_ME,wcup_eco_use_PO,wcup_eco_use_SU,wcup_eco_use_num,biomod2_used_names,hab_suit_prop_min,hab_suit_prop_max,ali_new_status,X1,X2,X3,X4,X5,X6,X7,X8,X9,new_sum.L3.code,new_sum.L2.code,new_sum.L1.code
Copiapoa tocopillana,0,NA,NA,NA,NA,1,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Copiapoa_tocopillana,7153,species added to genus root,Cactaceae,Copiapoa,NA,tocopillana,NA,NA,F.Ritter,kew-2736063,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordisepalum phalanthopetalum,0,NA,NA,NA,DavesGarden,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Cordisepalum_phalanthopetalum,5314,species added to genus root,Convolvulaceae,Cordisepalum,NA,phalanthopetalum,NA,NA,Staples,tro-50154975,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,2,1,1
Coryphantha conimamma,0,NA,NA,NA,NA,0,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Coryphantha_conimamma,6968,species added to genus root,Cactaceae,Coryphantha,NA,conimamma,NA,NA,(Linke) A.Berger,kew-2739602,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cotoneaster aitchisonii,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Cotoneaster_aitchisonii,1233,species added to genus root,Rosaceae,Cotoneaster,NA,aitchisonii,NA,NA,C.K.Schneid.,rjp-1508,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,2,2,2
Cotoneaster juranus,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Cotoneaster_juranus,1234,species added to genus root,Rosaceae,Cotoneaster,NA,juranus,NA,NA,Gand.,rjp-29201,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,6,3,1
Cotoneaster schubertii,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Cotoneaster_schubertii,1235,species added to genus root,Rosaceae,Cotoneaster,NA,schubertii,NA,NA,G.Klotz,rjp-29242,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,1,1
Cotoneaster staintonii,0,NA,NA,NA,NA,0,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Cotoneaster_staintonii,1236,species added to genus root,Rosaceae,Cotoneaster,NA,staintonii,NA,NA,G.Klotz,rjp-29267,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,1,1
Cotoneaster tauricus,0,NA,NA,3,EGF2,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Cotoneaster_tauricus,1237,species added to genus root,Rosaceae,Cotoneaster,NA,tauricus,NA,NA,Pojark.,rjp-3549,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,2,1,1
Cotyledon macrantha,0,NA,NA,NA,NA,2,2,NA,NA,NA,TPL_Tiplabels_LF_fine,Cotyledon_macrantha,3634,species added to genus root,Crassulaceae,Cotyledon,NA,macrantha,NA,NA,A.Berger,kew-2740212,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craspedia incana,0,NA,NA,NA,NA,0,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Craspedia_incana,5564,species added to genus root,Compositae,Craspedia,NA,incana,NA,NA,Allan,gcc-76182,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Craspedia incana,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
Crassula perfoliata var. miniata,0,NA,NA,NA,NA,0,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Crassula_perfoliata_var._miniata,37,species added to genus root,Crassulaceae,Crassula,NA,perfoliata,var.,miniata,Toelken,kew-2742006,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crinum angustum,0,NA,NA,NA,NA,3,3,NA,NA,NA,TPL_Tiplabels_LF_fine,Crinum_angustum,11228,species added to genus root,Amaryllidaceae,Crinum,NA,angustum,NA,NA,Steud.,tro-50124970,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cytisus kewensis,0,NA,NA,3,DavesGarden/ EGF2,1,1,0.9,EGF2; enzyklopaedie; DavesGarden,NA,TPL_Tiplabels_LF_fine,Cytisus_kewensis,1721,species added to genus root,Leguminosae,Cytisus,NA,kewensis,NA,NA,Bean,tro-13058315,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delosperma echinatum,0,NA,NA,3,DavesGarden,6,6,0.45,DavesGarden,NA,TPL_Tiplabels_LF_fine,Delosperma_echinatum,6538,species added to genus root,Aizoaceae,Delosperma,NA,echinatum,NA,NA,(Lam.) Schwantes,kew-2759201,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Delosperma napiforme,0,NA,NA,3,DavesGarden,2,3,0.15,DavesGarden,NA,TPL_Tiplabels_LF_fine,Delosperma_napiforme,6539,species added to genus root,Aizoaceae,Delosperma,NA,napiforme,NA,NA,(N.E.Br.) Schwantes,kew-2759274,Unresolved,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Delphinium glabellum,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Delphinium_glabellum,8696,species added to genus root,Ranunculaceae,Delphinium,NA,glabellum,NA,NA,Turcz.,kew-2759811,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delphinium zalil,0,NA,NA,NA,NA,1,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Delphinium_zalil,8697,species added to genus root,Ranunculaceae,Delphinium,NA,zalil,NA,NA,Aitch. & Hemsl.,kew-2760603,Unresolved,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,1,1
Dendrobium gracillimum,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Dendrobium_gracillimum,10763,species added to genus root,Orchidaceae,Dendrobium,NA,gracillimum,NA,NA,Rupp,tro-50033760,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Dendrobium gracillimum,0.001790924,0.013605246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmidorchis speciosa,0,NA,NA,NA,NA,3,3,NA,NA,NA,TPL_Tiplabels_LF_fine,Desmidorchis_speciosa,4770,species added to genus root,Apocynaceae,Desmidorchis,NA,speciosa,NA,NA,(N.E.Br.) Plowes,kew-2762032,Unresolved,2019/3/24 0:00,0,0,0,0,0,0,1,1,0,0,2,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,7,2,1
Deutzia sieboldiana,0,1927,93,NA,NA,1,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Deutzia_sieboldiana,6481,species added to genus root,Hydrangeaceae,Deutzia,NA,sieboldiana,NA,NA,Maxim.,kew-2763353,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dianthus tergestinus,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Dianthus_tergestinus,8325,species added to genus root,Caryophyllaceae,Dianthus,NA,tergestinus,NA,NA,Simonk.,kew-2765056,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dieffenbachia amoena,0,NA,NA,NA,DavesGarden,8,12,1.8,DavesGarden,NA,TPL_Tiplabels_LF_fine,Dieffenbachia_amoena,13010,species added to genus root,Araceae,Dieffenbachia,NA,amoena,NA,NA,Bull.,tro-50124024,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dieffenbachia leoncae,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Dieffenbachia_leoncae,13011,species added to genus root,Araceae,Dieffenbachia,NA,leoncae,NA,NA,Hort. ex Micheli,tro-2102613,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dieffenbachia memoria,0,NA,NA,NA,NA,2,2,NA,NA,NA,TPL_Tiplabels_LF_fine,Dieffenbachia_memoria,13012,species added to genus root,Araceae,Dieffenbachia,NA,memoria,NA,NA,Engl.,tro-2102635,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dieffenbachia splendens,0,NA,NA,2,EGF2,0,0,3,EGF2,NA,TPL_Tiplabels_LF_fine,Dieffenbachia_splendens,13013,species added to genus root,Araceae,Dieffenbachia,NA,splendens,NA,NA,hort.,tro-2105371,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Digitalis mertonensis,0,NA,NA,3,DavesGarden/ EGF2,0,0,0.9,EGF2; DavesGarden,NA,TPL_Tiplabels_LF_fine,Digitalis_mertonensis,4454,species added to genus root,Plantaginaceae,Digitalis,NA,mertonensis,NA,NA,Buxton & J.Darl.,kew-2768057,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dissotis debilis,0,NA,NA,NA,NA,1,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Dissotis_debilis,2678,species added to genus root,Melastomataceae,Dissotis,NA,debilis,NA,NA,Triana,tro-20303033,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echeveria bracteosa,0,NA,NA,NA,NA,3,2,NA,NA,NA,TPL_Tiplabels_LF_fine,Echeveria_bracteosa,3305,species added to genus root,Crassulaceae,Echeveria,NA,bracteosa,NA,NA,"(Link, Klotzsch & Otto) Lindl. & Paxton",kew-2781062,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinocactus wippermannii,0,NA,NA,NA,NA,0,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Echinocactus_wippermannii,7855,species added to genus root,Cactaceae,Echinocactus,NA,wippermannii,NA,NA,Muehlenpf.,kew-2782430,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinofossulocactus ochoterenanus,0,NA,NA,NA,NA,2,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Echinofossulocactus_ochoterenanus,6967,species added to genus root,Cactaceae,Echinofossulocactus,NA,ochoterenanus,NA,NA,P.V. Heath,tro-50175253,Unresolved,2019/4/8 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinomastus erectocentrus,0,NA,NA,NA,NA,3,3,NA,NA,NA,TPL_Tiplabels_LF_fine,Echinomastus_erectocentrus,8139,species added to genus root,Cactaceae,Echinomastus,NA,erectocentrus,NA,NA,(Coult.) Britton & Rose,kew-2783122,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,2,2,1
Echinomastus intertextus,0,NA,NA,1,DavesGarden,1,1,0.15,DavesGarden,NA,TPL_Tiplabels_LF_fine,Echinomastus_intertextus,8140,species added to genus root,Cactaceae,Echinomastus,NA,intertextus,NA,NA,(Engelm.) Britton & Rose,kew-2783127,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinomastus johnsonii var. lutescens,0,NA,NA,1,DavesGarden,0,0,0.3,DavesGarden,NA,TPL_Tiplabels_LF_fine,Echinomastus_johnsonii_var._lutescens,8141,species added to genus root,Cactaceae,Echinomastus,NA,johnsonii,var.,lutescens,(Parish) Wiggins,kew-2783131,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinomastus mariposensis,0,NA,NA,3,DavesGarden/ EGF2,1,0,0.15,EGF2; DavesGarden,NA,TPL_Tiplabels_LF_fine,Echinomastus_mariposensis,8142,species added to genus root,Cactaceae,Echinomastus,NA,mariposensis,NA,NA,Hester,kew-2783137,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,2,2,1
Echinomastus warnockii,0,NA,NA,3,DavesGarden/ EGF2,2,1,0.3,EGF2; DavesGarden,NA,TPL_Tiplabels_LF_fine,Echinomastus_warnockii,8143,species added to genus root,Cactaceae,Echinomastus,NA,warnockii,NA,NA,(Benson) Glass & R.A.Foster,kew-2783147,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,2,2,1
Echinopsis korethroides,0,NA,NA,3,DavesGarden,2,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Echinopsis_korethroides,6965,species added to genus root,Cactaceae,Echinopsis,NA,korethroides,NA,NA,Werderm.,kew-2783480,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinopsis werdermanniana,0,NA,NA,3,EGF2,1,0,12,EGF2,NA,TPL_Tiplabels_LF_fine,Echinopsis_werdermanniana,6966,species added to genus root,Cactaceae,Echinopsis,NA,werdermanniana,NA,NA,(Backeb.) Friedrich & G.D.Rowley,kew-2783708,Unresolved,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,1,1
Echites rubrovenosus,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Echites_rubrovenosus,4771,species added to genus root,Apocynaceae,Echites,NA,rubrovenosus,NA,NA,Linden,kew-66139,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erigeron karvinskianus,1,NA,NA,3,DavesGarden/ EGF2,1,0,0.5,EGF2; PLANTATT; DavesGarden,NA,TPL_Tiplabels_LF_fine,Erigeron_karvinskianus,5357,species added to genus root,Compositae,Erigeron,NA,karvinskianus,NA,NA,DC.,gcc-105730,Unresolved,2019/3/24 0:00,1,0,0,0,0,0,0,1,0,0,2,Erigeron karvinskianus,0.147866778,0.173199688,0,0,1,0,0,0,0,1,1,0,14,5,3
Erycibe crassiuscula,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Erycibe_crassiuscula,5315,species added to genus root,Convolvulaceae,Erycibe,NA,crassiuscula,NA,NA,Gagnep.,ifn-61961,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,1,1
Erysimum cheiri,0,1927,93,3,EGF2,8,9,2.4,EGF2; PLANTATT; DavesGarden,NA,TPL_Tiplabels_LF_fine,Erysimum_cheiri,2063,species added to genus root,Brassicaceae,Erysimum,NA,cheiri,NA,NA,(L.) Crantz,tro-4101296,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Erysimum cheiri,0.010398914,0.029781334,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erythrina crassifolia,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Erythrina_crassifolia,1599,species added to genus root,Leguminosae,Erythrina,NA,crassifolia,NA,NA,Koord.-Schum.,tro-13043709,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Espostoa nana,0,NA,NA,3,DavesGarden,4,1,1.8,DavesGarden,NA,TPL_Tiplabels_LF_fine,Espostoa_nana,7178,species added to genus root,Cactaceae,Espostoa,NA,nana,NA,NA,F.Ritter,kew-2802427,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus kirtoniana,0,1953,67,NA,NA,2,2,NA,NA,NA,TPL_Tiplabels_LF_fine,Eucalyptus_kirtoniana,2794,species added to genus root,Myrtaceae,Eucalyptus,NA,kirtoniana,NA,NA,F. Muell.,tro-22107403,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euodia hortensis,0,NA,NA,NA,NA,0,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Euodia_hortensis,2424,species added to genus root,Rutaceae,Euodia,NA,hortensis,NA,NA,J.R. Forst. & G. Forst.,tro-50229572,Unresolved,2019/3/24 0:00,1,1,0,0,0,1,0,1,0,1,5,NA,NA,NA,0,0,0,0,1,0,1,0,0,0,5,2,2
Euphorbia bothae,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Euphorbia_bothae,66,species added to genus root,Euphorbiaceae,Euphorbia,NA,bothae,NA,NA,Lotsy & Goddijn,tro-12803151,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Festuca obovata,0,NA,NA,NA,NA,1,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Festuca_obovata,9839,species added to genus root,Poaceae,Festuca,NA,obovata,NA,NA,Kit.,kew-415796,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,1,1
Fragaria nipponica,0,1910,110,NA,NA,0,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Fragaria_nipponica,1094,species added to genus root,Rosaceae,Fragaria,NA,nipponica,NA,NA,Makino,rjp-7992,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fragaria nipponica,0.088824056,0.159825529,0,0,0,1,0,0,0,0,0,0,5,2,1
Gasteria brevifolia,0,NA,NA,3,EGF2,3,3,NA,NA,NA,TPL_Tiplabels_LF_fine,Gasteria_brevifolia,10921,species added to genus root,Xanthorrhoeaceae,Gasteria,NA,brevifolia,NA,NA,Haw.,kew-307693,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Gasteria dicta,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Gasteria_dicta,10922,species added to genus root,Xanthorrhoeaceae,Gasteria,NA,dicta,NA,NA,N.E.Br.,kew-309990,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Gasteria gracilis,0,NA,NA,2,DavesGarden,6,6,0.15,DavesGarden,NA,TPL_Tiplabels_LF_fine,Gasteria_gracilis,10923,species added to genus root,Xanthorrhoeaceae,Gasteria,NA,gracilis,NA,NA,Baker,kew-307722,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,1
Geum geoides,0,NA,NA,NA,NA,1,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Geum_geoides,1169,species added to genus root,Rosaceae,Geum,NA,geoides,NA,NA,(Pall.) Smedmark,rjp-60506,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Geum geoides,0.012507583,0.078742887,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geum quellyon,0,NA,NA,3,DavesGarden/ EGF2,4,3,0.6,EGF2; DavesGarden,NA,TPL_Tiplabels_LF_fine,Geum_quellyon,1170,species added to genus root,Rosaceae,Geum,NA,quellyon,NA,NA,Sweet,rjp-26983,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,2,1,1
Gilia rubra,0,NA,NA,NA,NA,1,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Gilia_rubra,6269,species added to genus root,Polemoniaceae,Gilia,NA,rubra,NA,NA,(L.) A.Heller,kew-2825855,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gladiolus colvillei,0,NA,NA,3,EGF2,1,0,0.5,EGF2,NA,TPL_Tiplabels_LF_fine,Gladiolus_colvillei,10788,species added to genus root,Iridaceae,Gladiolus,NA,colvillei,NA,NA,Sweet,tro-50277772,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gomphocarpus grandiflorus,0,NA,NA,NA,NA,0,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Gomphocarpus_grandiflorus,4769,species added to genus root,Apocynaceae,Gomphocarpus,NA,grandiflorus,NA,NA,(L.f.) Decne.,kew-2828805,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gonolobus luteus,0,NA,NA,NA,NA,2,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Gonolobus_luteus,4888,species added to genus root,Apocynaceae,Gonolobus,NA,luteus,NA,NA,(Masson) Druce,kew-2830094,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gonostemon gettliffei,0,NA,NA,3,DavesGarden/ EGF2,2,1,0.2,EGF2; DavesGarden,NA,TPL_Tiplabels_LF_fine,Gonostemon_gettliffei,4955,species added to genus root,Apocynaceae,Gonostemon,NA,gettliffei,NA,NA,(Pott) P.V.Heath,kew-2830296,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graffenrieda grandifolia,0,NA,NA,NA,NA,1,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Graffenrieda_grandifolia,2669,species added to genus root,Melastomataceae,Graffenrieda,NA,grandifolia,NA,NA,Gleason,tro-20303356,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,1,1
Gymnocalycium sigelianum,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Gymnocalycium_sigelianum,7152,species added to genus root,Cactaceae,Gymnocalycium,NA,sigelianum,NA,NA,(Schick) Hosseus,kew-2835841,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hakea eriantha,0,NA,NA,NA,DavesGarden,1,1,7,EGF2; DavesGarden,NA,TPL_Tiplabels_LF_fine,Hakea_eriantha,8614,species added to genus root,Proteaceae,Hakea,NA,eriantha,NA,NA,R.Br.,kew-2837682,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Hakea eriantha,0.000375516,0.018949132,0,0,0,0,0,1,0,0,0,0,2,1,1
Hakea laurina,0,NA,NA,NA,DavesGarden,1,0,6,EGF2; DavesGarden,NA,TPL_Tiplabels_LF_fine,Hakea_laurina,8615,species added to genus root,Proteaceae,Hakea,NA,laurina,NA,NA,R.Br.,kew-2837741,Unresolved,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Hakea laurina,0.003812935,0.030561252,0,0,0,0,0,1,0,0,0,0,1,1,1
